municipality,equipment_id,equipment_name,predicted_demand,allocated_stock,procurement_needed,urgency_level,unit_cost_lakhs,estimated_procurement_cost,annual_budget_lakhs,budget_feasible
Lucknow,E087,Vibratory Road Roller,5,2,3,MEDIUM,30,90,95000,YES
Kanpur,E087,Vibratory Road Roller,5,2,3,MEDIUM,30,90,85000,YES
Indore,E087,Vibratory Road Roller,4,2,2,MEDIUM,30,60,75000,YES
Visakhapatnam,E087,Vibratory Road Roller,4,2,2,MEDIUM,30,60,82000,YES
Thane,E087,Vibratory Road Roller,4,2,2,MEDIUM,30,60,76000,YES
Coimbatore,E087,Vibratory Road Roller,4,2,2,MEDIUM,30,60,70000,YES
Nagpur,E087,Vibratory Road Roller,4,2,2,MEDIUM,30,60,70000,YES
Ludhiana,E087,Vibratory Road Roller,3,2,1,LOW,30,30,62000,YES
Faridabad,E087,Vibratory Road Roller,3,2,1,LOW,30,30,68000,YES
Patna,E087,Vibratory Road Roller,3,2,1,LOW,30,30,52000,YES
Nashik,E087,Vibratory Road Roller,3,2,1,LOW,30,30,58000,YES
Agra,E087,Vibratory Road Roller,3,2,1,LOW,30,30,53000,YES
Madurai,E087,Vibratory Road Roller,3,2,1,LOW,30,30,51000,YES
Asansol,E087,Vibratory Road Roller,2,2,0,LOW,30,0,56000,YES
Howrah,E087,Vibratory Road Roller,2,2,0,LOW,30,0,51000,YES
Varanasi,E087,Vibratory Road Roller,3,1,2,MEDIUM,30,60,47000,YES
Raipur,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,41000,YES
Aurangabad,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,45000,YES
Amritsar,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,46000,YES
Jabalpur,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,44000,YES
Bhubaneswar,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,42000,YES
Kochi,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,52000,YES
Vijayawada,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,43000,YES
Ranchi,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,38000,YES
Mysuru,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,42000,YES
Jodhpur,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,41000,YES
Gwalior,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,37000,YES
Hubli,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,33000,YES
Srinagar,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,39000,YES
Guwahati,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,35000,YES
Dehradun,E087,Vibratory Road Roller,2,1,1,MEDIUM,30,30,36000,YES
Durgapur,E087,Vibratory Road Roller,1,1,0,LOW,30,0,27000,YES
Siliguri,E087,Vibratory Road Roller,1,1,0,LOW,30,0,30000,YES
Udaipur,E087,Vibratory Road Roller,1,1,0,LOW,30,0,28000,YES
Haldia,E087,Vibratory Road Roller,1,1,0,LOW,30,0,15000,YES
Tirupati,E087,Vibratory Road Roller,1,1,0,LOW,30,0,24000,YES
Kharagpur,E087,Vibratory Road Roller,1,1,0,LOW,30,0,17000,YES
Panaji,E087,Vibratory Road Roller,1,1,0,LOW,30,0,22000,YES
Shimla,E087,Vibratory Road Roller,1,1,0,LOW,30,0,16000,YES
Malda,E087,Vibratory Road Roller,1,1,0,LOW,30,0,14000,YES
Delhi,E088,Asphalt Paver Machine,20,1,19,HIGH,48,912,650000,YES
Mumbai,E088,Asphalt Paver Machine,16,1,15,HIGH,48,720,500000,YES
Bengaluru,E088,Asphalt Paver Machine,15,1,14,HIGH,48,672,320000,YES
Chennai,E088,Asphalt Paver Machine,13,1,12,HIGH,48,576,310000,YES
Hyderabad,E088,Asphalt Paver Machine,12,1,11,HIGH,48,528,280000,YES
Ahmedabad,E088,Asphalt Paver Machine,10,1,9,HIGH,48,432,230000,YES
Kolkata,E088,Asphalt Paver Machine,10,1,9,HIGH,48,432,210000,YES
Surat,E088,Asphalt Paver Machine,8,1,7,HIGH,48,336,140000,YES
Pune,E088,Asphalt Paver Machine,7,1,6,HIGH,48,288,120000,YES
Jaipur,E088,Asphalt Paver Machine,6,1,5,HIGH,48,240,98000,YES
Lucknow,E088,Asphalt Paver Machine,6,1,5,HIGH,48,240,95000,YES
Kanpur,E088,Asphalt Paver Machine,5,1,4,HIGH,48,192,85000,YES
Indore,E088,Asphalt Paver Machine,5,1,4,HIGH,48,192,75000,YES
Visakhapatnam,E088,Asphalt Paver Machine,4,1,3,HIGH,48,144,82000,YES
Thane,E088,Asphalt Paver Machine,4,1,3,HIGH,48,144,76000,YES
Coimbatore,E088,Asphalt Paver Machine,4,1,3,HIGH,48,144,70000,YES
Nagpur,E088,Asphalt Paver Machine,4,1,3,HIGH,48,144,70000,YES
Ludhiana,E088,Asphalt Paver Machine,4,1,3,HIGH,48,144,62000,YES
Faridabad,E088,Asphalt Paver Machine,4,1,3,HIGH,48,144,68000,YES
Patna,E088,Asphalt Paver Machine,4,1,3,HIGH,48,144,52000,YES
Nashik,E088,Asphalt Paver Machine,3,1,2,MEDIUM,48,96,58000,YES
Agra,E088,Asphalt Paver Machine,3,1,2,MEDIUM,48,96,53000,YES
Howrah,E088,Asphalt Paver Machine,3,1,2,MEDIUM,48,96,51000,YES
Madurai,E088,Asphalt Paver Machine,3,1,2,MEDIUM,48,96,51000,YES
Asansol,E088,Asphalt Paver Machine,2,1,1,MEDIUM,48,48,56000,YES
Aurangabad,E088,Asphalt Paver Machine,3,1,2,MEDIUM,48,96,45000,YES
Amritsar,E088,Asphalt Paver Machine,3,1,2,MEDIUM,48,96,46000,YES
Varanasi,E088,Asphalt Paver Machine,3,1,2,MEDIUM,48,96,47000,YES
Bhubaneswar,E088,Asphalt Paver Machine,3,1,2,MEDIUM,48,96,42000,YES
Kochi,E088,Asphalt Paver Machine,3,1,2,MEDIUM,48,96,52000,YES
Raipur,E088,Asphalt Paver Machine,2,1,1,MEDIUM,48,48,41000,YES
Jabalpur,E088,Asphalt Paver Machine,2,1,1,MEDIUM,48,48,44000,YES
Vijayawada,E088,Asphalt Paver Machine,2,1,1,MEDIUM,48,48,43000,YES
Ranchi,E088,Asphalt Paver Machine,2,1,1,MEDIUM,48,48,38000,YES
Mysuru,E088,Asphalt Paver Machine,2,1,1,MEDIUM,48,48,42000,YES
Jodhpur,E088,Asphalt Paver Machine,2,0,2,HIGH,48,96,41000,YES
Gwalior,E088,Asphalt Paver Machine,2,0,2,HIGH,48,96,37000,YES
Durgapur,E088,Asphalt Paver Machine,2,0,2,HIGH,48,96,27000,YES
Hubli,E088,Asphalt Paver Machine,2,0,2,HIGH,48,96,33000,YES
Srinagar,E088,Asphalt Paver Machine,2,0,2,HIGH,48,96,39000,YES
Guwahati,E088,Asphalt Paver Machine,2,0,2,HIGH,48,96,35000,YES
Dehradun,E088,Asphalt Paver Machine,2,0,2,HIGH,48,96,36000,YES
Siliguri,E088,Asphalt Paver Machine,1,0,1,HIGH,48,48,30000,YES
Udaipur,E088,Asphalt Paver Machine,1,0,1,HIGH,48,48,28000,YES
Haldia,E088,Asphalt Paver Machine,1,0,1,HIGH,48,48,15000,YES
Tirupati,E088,Asphalt Paver Machine,1,0,1,HIGH,48,48,24000,YES
Kharagpur,E088,Asphalt Paver Machine,1,0,1,HIGH,48,48,17000,YES
Panaji,E088,Asphalt Paver Machine,1,0,1,HIGH,48,48,22000,YES
Shimla,E088,Asphalt Paver Machine,1,0,1,HIGH,48,48,16000,YES
Malda,E088,Asphalt Paver Machine,1,0,1,HIGH,48,48,14000,YES
Delhi,E089,Concrete Mixer Machine,10,3,7,MEDIUM,9,63,650000,YES
Bengaluru,E089,Concrete Mixer Machine,7,2,5,HIGH,9,45,320000,YES
Mumbai,E089,Concrete Mixer Machine,7,2,5,HIGH,9,45,500000,YES
Chennai,E089,Concrete Mixer Machine,7,2,5,HIGH,9,45,310000,YES
Hyderabad,E089,Concrete Mixer Machine,6,2,4,MEDIUM,9,36,280000,YES
Ahmedabad,E089,Concrete Mixer Machine,5,2,3,MEDIUM,9,27,230000,YES
Kolkata,E089,Concrete Mixer Machine,6,2,4,MEDIUM,9,36,210000,YES
Surat,E089,Concrete Mixer Machine,4,2,2,MEDIUM,9,18,140000,YES
Pune,E089,Concrete Mixer Machine,4,2,2,MEDIUM,9,18,120000,YES
Jaipur,E089,Concrete Mixer Machine,3,2,1,LOW,9,9,98000,YES
Visakhapatnam,E089,Concrete Mixer Machine,3,2,1,LOW,9,9,82000,YES
Kanpur,E089,Concrete Mixer Machine,3,2,1,LOW,9,9,85000,YES
Indore,E089,Concrete Mixer Machine,3,2,1,LOW,9,9,75000,YES
Lucknow,E089,Concrete Mixer Machine,3,2,1,LOW,9,9,95000,YES
Thane,E089,Concrete Mixer Machine,2,2,0,LOW,9,0,76000,YES
Ludhiana,E089,Concrete Mixer Machine,2,2,0,LOW,9,0,62000,YES
Coimbatore,E089,Concrete Mixer Machine,2,2,0,LOW,9,0,70000,YES
Nagpur,E089,Concrete Mixer Machine,2,2,0,LOW,9,0,70000,YES
Faridabad,E089,Concrete Mixer Machine,2,2,0,LOW,9,0,68000,YES
Nashik,E089,Concrete Mixer Machine,2,1,1,MEDIUM,9,9,58000,YES
Asansol,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,56000,YES
Howrah,E089,Concrete Mixer Machine,2,1,1,MEDIUM,9,9,51000,YES
Patna,E089,Concrete Mixer Machine,2,1,1,MEDIUM,9,9,52000,YES
Raipur,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,41000,YES
Agra,E089,Concrete Mixer Machine,2,1,1,MEDIUM,9,9,53000,YES
Kochi,E089,Concrete Mixer Machine,2,1,1,MEDIUM,9,9,52000,YES
Madurai,E089,Concrete Mixer Machine,2,1,1,MEDIUM,9,9,51000,YES
Durgapur,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,27000,YES
Amritsar,E089,Concrete Mixer Machine,2,1,1,MEDIUM,9,9,46000,YES
Aurangabad,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,45000,YES
Ranchi,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,38000,YES
Jabalpur,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,44000,YES
Varanasi,E089,Concrete Mixer Machine,2,1,1,MEDIUM,9,9,47000,YES
Vijayawada,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,43000,YES
Bhubaneswar,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,42000,YES
Mysuru,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,42000,YES
Hubli,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,33000,YES
Gwalior,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,37000,YES
Haldia,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,15000,YES
Jodhpur,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,41000,YES
Dehradun,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,36000,YES
Guwahati,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,35000,YES
Siliguri,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,30000,YES
Srinagar,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,39000,YES
Kharagpur,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,17000,YES
Udaipur,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,28000,YES
Panaji,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,22000,YES
Tirupati,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,24000,YES
Malda,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,14000,YES
Shimla,E089,Concrete Mixer Machine,1,1,0,LOW,9,0,16000,YES
Delhi,E090,Concrete Vibrator,8,8,0,LOW,3,0,650000,YES
Bengaluru,E090,Concrete Vibrator,7,7,0,LOW,3,0,320000,YES
Mumbai,E090,Concrete Vibrator,6,6,0,LOW,3,0,500000,YES
Chennai,E090,Concrete Vibrator,6,6,0,LOW,3,0,310000,YES
Hyderabad,E090,Concrete Vibrator,5,5,0,LOW,3,0,280000,YES
Ahmedabad,E090,Concrete Vibrator,5,5,0,LOW,3,0,230000,YES
Kolkata,E090,Concrete Vibrator,5,5,0,LOW,3,0,210000,YES
Pune,E090,Concrete Vibrator,4,4,0,LOW,3,0,120000,YES
Surat,E090,Concrete Vibrator,3,3,0,LOW,3,0,140000,YES
Jaipur,E090,Concrete Vibrator,3,3,0,LOW,3,0,98000,YES
Visakhapatnam,E090,Concrete Vibrator,2,2,0,LOW,3,0,82000,YES
Lucknow,E090,Concrete Vibrator,3,3,0,LOW,3,0,95000,YES
Kanpur,E090,Concrete Vibrator,2,2,0,LOW,3,0,85000,YES
Indore,E090,Concrete Vibrator,2,2,0,LOW,3,0,75000,YES
Thane,E090,Concrete Vibrator,2,2,0,LOW,3,0,76000,YES
Ludhiana,E090,Concrete Vibrator,2,2,0,LOW,3,0,62000,YES
Coimbatore,E090,Concrete Vibrator,2,2,0,LOW,3,0,70000,YES
Nagpur,E090,Concrete Vibrator,2,2,0,LOW,3,0,70000,YES
Faridabad,E090,Concrete Vibrator,2,2,0,LOW,3,0,68000,YES
Nashik,E090,Concrete Vibrator,2,2,0,LOW,3,0,58000,YES
Asansol,E090,Concrete Vibrator,1,1,0,LOW,3,0,56000,YES
Patna,E090,Concrete Vibrator,2,2,0,LOW,3,0,52000,YES
Raipur,E090,Concrete Vibrator,1,1,0,LOW,3,0,41000,YES
Howrah,E090,Concrete Vibrator,1,1,0,LOW,3,0,51000,YES
Agra,E090,Concrete Vibrator,2,2,0,LOW,3,0,53000,YES
Durgapur,E090,Concrete Vibrator,1,1,0,LOW,3,0,27000,YES
Aurangabad,E090,Concrete Vibrator,1,1,0,LOW,3,0,45000,YES
Ranchi,E090,Concrete Vibrator,1,1,0,LOW,3,0,38000,YES
Jabalpur,E090,Concrete Vibrator,1,1,0,LOW,3,0,44000,YES
Kochi,E090,Concrete Vibrator,1,1,0,LOW,3,0,52000,YES
Madurai,E090,Concrete Vibrator,1,1,0,LOW,3,0,51000,YES
Amritsar,E090,Concrete Vibrator,1,1,0,LOW,3,0,46000,YES
Vijayawada,E090,Concrete Vibrator,1,1,0,LOW,3,0,43000,YES
Bhubaneswar,E090,Concrete Vibrator,1,1,0,LOW,3,0,42000,YES
Mysuru,E090,Concrete Vibrator,1,1,0,LOW,3,0,42000,YES
Varanasi,E090,Concrete Vibrator,1,1,0,LOW,3,0,47000,YES
Hubli,E090,Concrete Vibrator,1,1,0,LOW,3,0,33000,YES
Gwalior,E090,Concrete Vibrator,1,1,0,LOW,3,0,37000,YES
Haldia,E090,Concrete Vibrator,1,1,0,LOW,3,0,15000,YES
Jodhpur,E090,Concrete Vibrator,1,1,0,LOW,3,0,41000,YES
Dehradun,E090,Concrete Vibrator,1,1,0,LOW,3,0,36000,YES
Guwahati,E090,Concrete Vibrator,1,1,0,LOW,3,0,35000,YES
Siliguri,E090,Concrete Vibrator,1,1,0,LOW,3,0,30000,YES
Srinagar,E090,Concrete Vibrator,1,1,0,LOW,3,0,39000,YES
Kharagpur,E090,Concrete Vibrator,1,1,0,LOW,3,0,17000,YES
Udaipur,E090,Concrete Vibrator,1,1,0,LOW,3,0,28000,YES
Panaji,E090,Concrete Vibrator,1,1,0,LOW,3,0,22000,YES
Tirupati,E090,Concrete Vibrator,1,1,0,LOW,3,0,24000,YES
Malda,E090,Concrete Vibrator,1,1,0,LOW,3,0,14000,YES
Shimla,E090,Concrete Vibrator,1,1,0,LOW,3,0,16000,YES
Delhi,E091,Asphalt Cutter,19,1,18,HIGH,7,126,650000,YES
Mumbai,E091,Asphalt Cutter,13,1,12,HIGH,7,84,500000,YES
Bengaluru,E091,Asphalt Cutter,12,1,11,HIGH,7,77,320000,YES
Chennai,E091,Asphalt Cutter,10,1,9,HIGH,7,63,310000,YES
Hyderabad,E091,Asphalt Cutter,9,1,8,HIGH,7,56,280000,YES
Ahmedabad,E091,Asphalt Cutter,8,1,7,HIGH,7,49,230000,YES
Kolkata,E091,Asphalt Cutter,8,1,7,HIGH,7,49,210000,YES
Surat,E091,Asphalt Cutter,6,0,6,HIGH,7,42,140000,YES
Pune,E091,Asphalt Cutter,6,0,6,HIGH,7,42,120000,YES
Jaipur,E091,Asphalt Cutter,5,0,5,HIGH,7,35,98000,YES
Lucknow,E091,Asphalt Cutter,5,0,5,HIGH,7,35,95000,YES
Kanpur,E091,Asphalt Cutter,4,0,4,HIGH,7,28,85000,YES
Indore,E091,Asphalt Cutter,4,0,4,HIGH,7,28,75000,YES
Visakhapatnam,E091,Asphalt Cutter,4,0,4,HIGH,7,28,82000,YES
Thane,E091,Asphalt Cutter,3,0,3,HIGH,7,21,76000,YES
Coimbatore,E091,Asphalt Cutter,3,0,3,HIGH,7,21,70000,YES
Nagpur,E091,Asphalt Cutter,3,0,3,HIGH,7,21,70000,YES
Ludhiana,E091,Asphalt Cutter,3,0,3,HIGH,7,21,62000,YES
Faridabad,E091,Asphalt Cutter,3,0,3,HIGH,7,21,68000,YES
Patna,E091,Asphalt Cutter,3,0,3,HIGH,7,21,52000,YES
Nashik,E091,Asphalt Cutter,3,0,3,HIGH,7,21,58000,YES
Agra,E091,Asphalt Cutter,3,0,3,HIGH,7,21,53000,YES
Asansol,E091,Asphalt Cutter,2,0,2,HIGH,7,14,56000,YES
Howrah,E091,Asphalt Cutter,2,0,2,HIGH,7,14,51000,YES
Madurai,E091,Asphalt Cutter,2,0,2,HIGH,7,14,51000,YES
Raipur,E091,Asphalt Cutter,2,0,2,HIGH,7,14,41000,YES
Aurangabad,E091,Asphalt Cutter,2,0,2,HIGH,7,14,45000,YES
Varanasi,E091,Asphalt Cutter,2,0,2,HIGH,7,14,47000,YES
Amritsar,E091,Asphalt Cutter,2,0,2,HIGH,7,14,46000,YES
Jabalpur,E091,Asphalt Cutter,2,0,2,HIGH,7,14,44000,YES
Bhubaneswar,E091,Asphalt Cutter,2,0,2,HIGH,7,14,42000,YES
Kochi,E091,Asphalt Cutter,2,0,2,HIGH,7,14,52000,YES
Vijayawada,E091,Asphalt Cutter,2,0,2,HIGH,7,14,43000,YES
Ranchi,E091,Asphalt Cutter,2,0,2,HIGH,7,14,38000,YES
Mysuru,E091,Asphalt Cutter,2,0,2,HIGH,7,14,42000,YES
Jodhpur,E091,Asphalt Cutter,2,0,2,HIGH,7,14,41000,YES
Gwalior,E091,Asphalt Cutter,2,0,2,HIGH,7,14,37000,YES
Srinagar,E091,Asphalt Cutter,2,0,2,HIGH,7,14,39000,YES
Guwahati,E091,Asphalt Cutter,2,0,2,HIGH,7,14,35000,YES
Dehradun,E091,Asphalt Cutter,2,0,2,HIGH,7,14,36000,YES
Durgapur,E091,Asphalt Cutter,1,0,1,HIGH,7,7,27000,YES
Hubli,E091,Asphalt Cutter,1,0,1,HIGH,7,7,33000,YES
Siliguri,E091,Asphalt Cutter,1,0,1,HIGH,7,7,30000,YES
Udaipur,E091,Asphalt Cutter,1,0,1,HIGH,7,7,28000,YES
Haldia,E091,Asphalt Cutter,1,0,1,HIGH,7,7,15000,YES
Tirupati,E091,Asphalt Cutter,1,0,1,HIGH,7,7,24000,YES
Kharagpur,E091,Asphalt Cutter,1,0,1,HIGH,7,7,17000,YES
Panaji,E091,Asphalt Cutter,1,0,1,HIGH,7,7,22000,YES
Shimla,E091,Asphalt Cutter,1,0,1,HIGH,7,7,16000,YES
Malda,E091,Asphalt Cutter,1,0,1,HIGH,7,7,14000,YES
Delhi,E092,Road Marking Machine,19,1,18,HIGH,10,180,650000,YES
Mumbai,E092,Road Marking Machine,13,1,12,HIGH,10,120,500000,YES
Bengaluru,E092,Road Marking Machine,12,1,11,HIGH,10,110,320000,YES
Chennai,E092,Road Marking Machine,10,1,9,HIGH,10,90,310000,YES
Hyderabad,E092,Road Marking Machine,9,1,8,HIGH,10,80,280000,YES
Kolkata,E092,Road Marking Machine,8,1,7,HIGH,10,70,210000,YES
Ahmedabad,E092,Road Marking Machine,8,1,7,HIGH,10,70,230000,YES
Pune,E092,Road Marking Machine,6,0,6,HIGH,10,60,120000,YES
Surat,E092,Road Marking Machine,6,0,6,HIGH,10,60,140000,YES
Jaipur,E092,Road Marking Machine,5,0,5,HIGH,10,50,98000,YES
Lucknow,E092,Road Marking Machine,5,0,5,HIGH,10,50,95000,YES
Visakhapatnam,E092,Road Marking Machine,4,0,4,HIGH,10,40,82000,YES
Kanpur,E092,Road Marking Machine,4,0,4,HIGH,10,40,85000,YES
Indore,E092,Road Marking Machine,4,0,4,HIGH,10,40,75000,YES
Agra,E092,Road Marking Machine,3,0,3,HIGH,10,30,53000,YES
Coimbatore,E092,Road Marking Machine,3,0,3,HIGH,10,30,70000,YES
Thane,E092,Road Marking Machine,3,0,3,HIGH,10,30,76000,YES
Nagpur,E092,Road Marking Machine,3,0,3,HIGH,10,30,70000,YES
Varanasi,E092,Road Marking Machine,2,0,2,HIGH,10,20,47000,YES
Patna,E092,Road Marking Machine,3,0,3,HIGH,10,30,52000,YES
Amritsar,E092,Road Marking Machine,2,0,2,HIGH,10,20,46000,YES
Kochi,E092,Road Marking Machine,2,0,2,HIGH,10,20,52000,YES
Faridabad,E092,Road Marking Machine,3,0,3,HIGH,10,30,68000,YES
Srinagar,E092,Road Marking Machine,2,0,2,HIGH,10,20,39000,YES
Madurai,E092,Road Marking Machine,2,0,2,HIGH,10,20,51000,YES
Ludhiana,E092,Road Marking Machine,3,0,3,HIGH,10,30,62000,YES
Nashik,E092,Road Marking Machine,3,0,3,HIGH,10,30,58000,YES
Mysuru,E092,Road Marking Machine,2,0,2,HIGH,10,20,42000,YES
Bhubaneswar,E092,Road Marking Machine,2,0,2,HIGH,10,20,42000,YES
Dehradun,E092,Road Marking Machine,2,0,2,HIGH,10,20,36000,YES
Howrah,E092,Road Marking Machine,2,0,2,HIGH,10,20,51000,YES
Guwahati,E092,Road Marking Machine,2,0,2,HIGH,10,20,35000,YES
Jodhpur,E092,Road Marking Machine,2,0,2,HIGH,10,20,41000,YES
Aurangabad,E092,Road Marking Machine,2,0,2,HIGH,10,20,45000,YES
Udaipur,E092,Road Marking Machine,1,0,1,HIGH,10,10,28000,YES
Vijayawada,E092,Road Marking Machine,2,0,2,HIGH,10,20,43000,YES
Asansol,E092,Road Marking Machine,2,0,2,HIGH,10,20,56000,YES
Jabalpur,E092,Road Marking Machine,2,0,2,HIGH,10,20,44000,YES
Tirupati,E092,Road Marking Machine,1,0,1,HIGH,10,10,24000,YES
Raipur,E092,Road Marking Machine,2,0,2,HIGH,10,20,41000,YES
Gwalior,E092,Road Marking Machine,2,0,2,HIGH,10,20,37000,YES
Ranchi,E092,Road Marking Machine,2,0,2,HIGH,10,20,38000,YES
Panaji,E092,Road Marking Machine,1,0,1,HIGH,10,10,22000,YES
Shimla,E092,Road Marking Machine,1,0,1,HIGH,10,10,16000,YES
Siliguri,E092,Road Marking Machine,1,0,1,HIGH,10,10,30000,YES
Hubli,E092,Road Marking Machine,1,0,1,HIGH,10,10,33000,YES
Durgapur,E092,Road Marking Machine,1,0,1,HIGH,10,10,27000,YES
Malda,E092,Road Marking Machine,1,0,1,HIGH,10,10,14000,YES
Kharagpur,E092,Road Marking Machine,1,0,1,HIGH,10,10,17000,YES
Haldia,E092,Road Marking Machine,1,0,1,HIGH,10,10,15000,YES
Delhi,E093,Concrete Cutting Machine,10,3,7,MEDIUM,8,56,650000,YES
Bengaluru,E093,Concrete Cutting Machine,7,3,4,MEDIUM,8,32,320000,YES
Mumbai,E093,Concrete Cutting Machine,7,3,4,MEDIUM,8,32,500000,YES
Chennai,E093,Concrete Cutting Machine,7,3,4,MEDIUM,8,32,310000,YES
Hyderabad,E093,Concrete Cutting Machine,6,3,3,MEDIUM,8,24,280000,YES
Ahmedabad,E093,Concrete Cutting Machine,5,3,2,MEDIUM,8,16,230000,YES
Kolkata,E093,Concrete Cutting Machine,6,3,3,MEDIUM,8,24,210000,YES
Surat,E093,Concrete Cutting Machine,4,2,2,MEDIUM,8,16,140000,YES
Pune,E093,Concrete Cutting Machine,4,2,2,MEDIUM,8,16,120000,YES
Jaipur,E093,Concrete Cutting Machine,3,2,1,LOW,8,8,98000,YES
Visakhapatnam,E093,Concrete Cutting Machine,3,2,1,LOW,8,8,82000,YES
Kanpur,E093,Concrete Cutting Machine,3,2,1,LOW,8,8,85000,YES
Indore,E093,Concrete Cutting Machine,3,2,1,LOW,8,8,75000,YES
Lucknow,E093,Concrete Cutting Machine,3,2,1,LOW,8,8,95000,YES
Thane,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,76000,YES
Ludhiana,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,62000,YES
Coimbatore,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,70000,YES
Nagpur,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,70000,YES
Faridabad,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,68000,YES
Nashik,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,58000,YES
Asansol,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,56000,YES
Howrah,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,51000,YES
Patna,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,52000,YES
Raipur,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,41000,YES
Agra,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,53000,YES
Kochi,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,52000,YES
Madurai,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,51000,YES
Durgapur,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,27000,YES
Amritsar,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,46000,YES
Aurangabad,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,45000,YES
Ranchi,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,38000,YES
Jabalpur,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,44000,YES
Varanasi,E093,Concrete Cutting Machine,2,2,0,LOW,8,0,47000,YES
Vijayawada,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,43000,YES
Bhubaneswar,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,42000,YES
Mysuru,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,42000,YES
Hubli,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,33000,YES
Gwalior,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,37000,YES
Haldia,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,15000,YES
Jodhpur,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,41000,YES
Dehradun,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,36000,YES
Guwahati,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,35000,YES
Siliguri,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,30000,YES
Srinagar,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,39000,YES
Kharagpur,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,17000,YES
Udaipur,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,28000,YES
Panaji,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,22000,YES
Tirupati,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,24000,YES
Malda,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,14000,YES
Shimla,E093,Concrete Cutting Machine,1,1,0,LOW,8,0,16000,YES
Delhi,E094,Crack Sealing Machine,19,1,18,HIGH,11,198,650000,YES
Mumbai,E094,Crack Sealing Machine,13,1,12,HIGH,11,132,500000,YES
